,image_paths
958,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_958.jpg
959,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_959.jpg
960,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_960.jpg
961,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_961.jpg
962,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_962.jpg
963,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_963.jpg
964,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_964.jpg
965,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_965.jpg
966,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_966.jpg
967,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_967.jpg
968,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_968.jpg
969,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_969.jpg
970,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_970.jpg
971,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_971.jpg
972,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_972.jpg
973,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_973.jpg
974,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_974.jpg
975,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_975.jpg
976,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_976.jpg
977,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_977.jpg
978,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_978.jpg
979,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_979.jpg
980,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_980.jpg
981,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_981.jpg
982,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_982.jpg
983,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_983.jpg
984,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_984.jpg
985,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_985.jpg
986,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_986.jpg
987,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_987.jpg
988,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_988.jpg
989,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_989.jpg
990,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_990.jpg
991,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_991.jpg
992,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_992.jpg
993,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_993.jpg
994,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_994.jpg
995,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_995.jpg
996,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_996.jpg
997,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_997.jpg
998,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_998.jpg
999,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_999.jpg
1000,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1000.jpg
1001,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1001.jpg
1002,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1002.jpg
1003,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1003.jpg
1004,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1004.jpg
1005,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1005.jpg
1006,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1006.jpg
1007,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1007.jpg
1008,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1008.jpg
1009,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1009.jpg
1010,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1010.jpg
1011,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1011.jpg
1012,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1012.jpg
1013,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1013.jpg
1014,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1014.jpg
1015,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1015.jpg
1016,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1016.jpg
1017,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1017.jpg
1018,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1018.jpg
1019,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1019.jpg
1020,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1020.jpg
1021,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1021.jpg
1022,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1022.jpg
1023,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1023.jpg
1024,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1024.jpg
1025,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1025.jpg
1026,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1026.jpg
1027,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1027.jpg
1028,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1028.jpg
1029,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1029.jpg
1030,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1030.jpg
1031,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1031.jpg
1032,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1032.jpg
1033,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1033.jpg
1034,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1034.jpg
1035,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1035.jpg
1036,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1036.jpg
1037,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1037.jpg
1038,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1038.jpg
1039,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1039.jpg
1040,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1040.jpg
1041,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1041.jpg
1042,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1042.jpg
1043,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1043.jpg
1044,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1044.jpg
1045,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1045.jpg
1046,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1046.jpg
1047,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1047.jpg
1048,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1048.jpg
1049,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1049.jpg
1050,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1050.jpg
1051,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1051.jpg
1052,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1052.jpg
1053,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1053.jpg
1054,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1054.jpg
1055,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1055.jpg
1056,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1056.jpg
1057,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1057.jpg
1058,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1058.jpg
1059,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1059.jpg
1060,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1060.jpg
1061,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1061.jpg
1062,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1062.jpg
1063,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1063.jpg
1064,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1064.jpg
1065,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1065.jpg
1066,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1066.jpg
1067,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1067.jpg
1068,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1068.jpg
1069,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1069.jpg
1070,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1070.jpg
1071,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1071.jpg
1072,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1072.jpg
1073,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1073.jpg
1074,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1074.jpg
1075,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1075.jpg
1076,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1076.jpg
1077,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1077.jpg
1078,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1078.jpg
1079,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1079.jpg
1080,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1080.jpg
1081,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1081.jpg
1082,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1082.jpg
1083,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1083.jpg
1084,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1084.jpg
1085,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1085.jpg
1086,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1086.jpg
1087,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1087.jpg
1088,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1088.jpg
1089,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1089.jpg
